Story,File,en,pt ,es,it,fr,de,ja,HIRAGANA,ROMAJI,nl
6,11,FILL GLASS WITH WATER,ENCHER COPO COM ÁGUA,LLENAR VASO CON AGUA,RIEMPIRE BICCHIERE D’ACQUA,REMPLIR VERRE D’EAU,GLAS MIT WASSER FÜLLEN,グラスに水を入れる,グラスにみずをいれる,GURASU NI MIZU O IRERU,GLAS MET WATER VULLEN
6,12,FILL COFFEE MACHINE WITH WATER,ENCHER A MÁQUINA DE CAFÉ COM ÁGUA,LLENAR LA CAFETERA CON AGUA,RIEMPIRE MACCHINA DEL CAFFÈ D’ACQUA,REMPLIR MACHINE À CAFÉ D’EAU,KAFFEEMASCHINE MIT WASSER FÜLLEN,コーヒーマシンに水を入れる,コーヒーマシンにみずをいれる,KOOHII MASHIN NI MIZU O IRERU,KOFFIEMACHINE MET WATER VULLEN
6,13,PUT COFFEE IN THE COFFEE FILTER,COLOCAR CAFÉ NO FILTRO,PONER CAFÉ EN FILTRO,METTERE CAFFÈ NEL FILTRO,METTRE CAFÉ DANS FILTRE,KAFFEE IN FILTER GEBEN,コーヒーフィルターにコーヒーを入れる,コーヒーフィルターにコーヒーをいれる,KOOHII FIRUTAA NI KOOHII O IRERU,KOFFIE IN HET FILTER DOEN
6,14,POUR COFFEE INTO CUP,DESPEJAR CAFÉ NA XÍCARA,VERTIR CAFÉ EN TAZA,VERSARE CAFFÈ NELLA TAZZA,VERSER CAFÉ DANS TASSE,KAFFEE IN TASSE GIESSEN,カップにコーヒーを注ぐ,カップにコーヒーをそそぐ,KAPPU NI KOOHII O SOSOGU,KOFFIE IN KOP GOOIEN
6,15,TURN ON COFFEE MACHINE,LIGAR MÁQUINA DE CAFÉ,ENCENDER CAFETERA,ACCENDERE MACCHINA DEL CAFFÈ,ALLUMER MACHINE À CAFÉ,KAFFEEMASCHINE EINSCHALTEN,コーヒーマシンをオンにする,コーヒーマシンをオンにする,KOOHII MASHIN O ON NI SURU,KOFFIEMACHINE AANZETTEN
6,16,POUR MILK INTO CUP,DESPEJAR LEITE NA XÍCARA,VERTIR LECHE EN TAZA,VERSARE LATTE NELLA TAZZA,VERSER LAIT DANS TASSE,MILCH IN TASSE GIESSEN,カップにミルクを注ぐ,カップにミルクをそそぐ,KAPPU NI MIRUKU O SOSOGU,MELK IN KOP GOOIEN
6,17,POUR SUGAR,DESPEJAR AÇÚCAR,VERTIR AZÚCAR,VERSARE ZUCCHERO,VERSER SUCRE,ZUCKER EINFÜLLEN,砂糖を入れる,さとうをいれる,SATOU O IRERU,SUIKER GOOIEN
6,18,COFFEE SMELLS GOOD,CHEIRAR CAFÉ,OLER CAFÉ,ANNUSARE CAFFÈ,SENTIR CAFÉ,KAFFEE RIECHEN,コーヒーの香りを嗅ぐ,コーヒーのかおりをかぐ,KOOHII NO KAORI O KAGU,KOFFIE RUIMT GOED
6,19,STIR COFFEE,MEXER CAFÉ,REMOVER CAFÉ,MESCOLARE CAFFÈ,REMUER CAFÉ,KAFFEE RÜHREN,コーヒーをかき混ぜる,コーヒーをかきまぜる,KOOHII O KAKIMAZERU,KOFFIE ROEREN
6,20,DRINK COFFEE,BEBER CAFÉ,BEBER CAFÉ,BERE CAFFÈ,BOIRE CAFÉ,KAFFEE TRINKEN,コーヒーを飲む,コーヒーをのむ,KOOHII O NOMU,KOFFIE DRINKEN
7,1,HEAR,OUVIR,ESCUCHAR,ASCOLTARE,ENTENDRE,HÖREN,聞く,きく,KIKU,HOREN
7,2,CAT,GATO,GATO,GATTO,CHAT,KATZE,猫,ねこ,NEKO,KAT
7,3,MEOW,MIAR,MAULLAR,MIAGOLARE,MIAULER,MIAUEN,ニャー,ニャー,NYAA,MAUWT
7,4,WALK,ANDAR,CAMINAR,CAMMINARE,MARCHER,GEHEN,歩く,あるく,ARUKU,LOPEN
7,5,WALK TO THE SINK,ANDAR ATÉ A PIA,CAMINAR HASTA EL FREGADERO,CAMMINARE FINO AL LAVANDINO,MARCHER JUSQU’AU LAVABO,ZUR SPÜLE GEHEN,流しまで歩く,ながしまであるく,NAGASHI MADE ARUKU,NAAR DE GOOTSTEEN LOPEN
7,6,KITCHEN,COZINHA,COCINA,CUCINA,CUISINE,KÜCHE,キッチン,キッチン,KICCHIN,KEUKEN
7,7,GIVE - TAKE,DAR / PEGAR,DAR / TOMAR,DARE / PRENDERE,DONNER / PRENDRE,GEBEN / NEHMEN,与える / 取る,あたえる / とる,ATAERU / TORU,GEVEN - NEMEN
7,8,BOWL,TIGELA,BOL,CIOTOLA,BOL,SCHÜSSEL,ボウル,ボウル,BOURU,KOM
7,9,FROM - TO,DE / PARA,DE / A,DA / A,DE / À,VON / ZU,から / へ,から / へ,KARA / E,VAN - NAAR
7,10,SHELF,PRATELEIRA,ESTANTERÍA,SCAFFALE,ÉTAGÈRE,REGAL,棚,たな,TANA,PLANK
7,11,CAN,LATA,LATA,LATTINA,BOÎTE,DOSE,缶,かん,KAN,BLIK
7,13,CAT FOOD,COMIDA DE GATO,COMIDA PARA GATO,CIBO PER GATTI,NOURRITURE POUR CHAT,KATZENFUTTER,キャットフード,キャットフード,KYATTO FUUDO,KATTENVOER
7,15,OPEN,ABRIR,ABRIR,APRIRE,OUVRIR,ÖFFNEN,開ける,あける,AKERU,OPENEN
7,16,PUT,COLOCAR,PONER,METTERE,METTRE,LEGEN,置く,おく,OKU,DOEN
7,17,FILL GLASS WITH WATER,ENCHER COPO COM ÁGUA,LLENAR VASO CON AGUA,RIEMPIRE BICCHIERE D’ACQUA,REMPLIR VERRE D’EAU,GLAS MIT WASSER FÜLLEN,グラスに水を入れる,グラスにみずをいれる,GURASU NI MIZU O IRERU,GLAS MET WATER VULLEN
7,18,EAT,COMER,COMER,MANGIARE,MANGER,ESSEN,食べる,たべる,TABERU,ETEN
7,21,LICK PAWS,LAMBER PATAS,LAMER PATAS,LECCARE ZAMPE,LÉCHER PATTES,PFOTEN LECKEN,足を舐める,あしをなめる,ASHI O NAMERU,PAWTJES LIKKEN
7,19,LICK,LAMBER,LAMER,LECCARE,LÉCHER,LECKEN,舐める,なめる,NAMERU,LIKKEN
7,20,PAWS,PATAS,PATAS,ZAMPE,PATTES,PFOTEN,足,あし,ASHI,PAWTJES
7,22,PUT - POUR,COLOCAR / DERRAMAR,PONER / VERTIR,METTERE / VERSARE,METTRE / VERSER,GEBEN / AUSGIESSEN,置く / 注ぐ,おく / そそぐ,OKU / SOSOGU,DOEN - GIEZEN
7,23,WATCH,OBSERVAR,OBSERVAR,OSSERVARE,REGARDER,BEOBACHTEN,見る,みる,MIRU,KIJKEN
7,24,WATER,ÁGUA,AGUA,ACQUA,EAU,WASSER,水,みず,MIZU,WATER
21,1,GLASS,COPO,VASO,BICCHIERE,VERRE,GLAS,グラス,グラス,GURASU,GLAS
21,2,SMOOTHIE,VITAMINA ,BATIDO,FRULLATO,SMOOTHIE,SMOOTHIE,スムージー,スムージー,SMUUJII,SMOOTHIE
21,6,STRAW,CANUDO,PAJILLA / POPOTE,CANNUCCIA,PAILLE,STROHHALM,ストロー,ストロー,SUTOROO,RIETJE
21,3,BANANA,BANANA,PLÁTANO,BANANA,BANANE,BANANE,バナナ,バナナ,BANANA,BANAAN
21,4,BERRIES,FRUTOS VERMELHOS,BAYAS,BACCHE,BAIES,BEEREN,ベリー,ベリー,BERII,BESSEN
21,5,BLENDER,LIQUIDIFICADOR,LICUADORA,FRULLATORE,MIXEUR,MIXER,ミキサー,ミキサー,MIKISAA,BLENDER
21,7,YOGHURT,IOGURTE,YOGUR,YOGURT,YAOURT,JOGHURT,ヨーグルト,ヨーグルト,YOOGURUTO,YOGHURT
21,8,OPEN – CLOSE,ABRIR – FECHAR,ABRIR – CERRAR,APRIRE – CHIUDERE,OUVRIR – FERMER,ÖFFNEN – SCHLIESSEN,開く- 閉める ,あける – しめる ,AKERU – SHIMERU,OPEN – DICHT
21,9,GET BANANA AND BERRIES,PEGAR BANANA E FRUTAS VERMELHAS,TOMAR LA BANANA Y LAS BAYAS,PRENDERE LA BANANA E I FRUTTI DI BOSCO,PRENDRE LA BANANE ET LES BAIES,DIE BANANE UND DIE BEEREN HOLEN,バナナとベリーを取る ,バナナとベリーを とる ,BANANA TO BERII O TORU,HAAL BANAAN EN BESSEN
21,10,HOLD BANANA AND BERRIES,SEGURAR A BANANA E AS FRUTAS VERMELHAS,SOSTENER LA BANANA Y LAS BAYAS,TENERE LA BANANA E I FRUTTI DI BOSCO,TENIR LA BANANE ET LES BAIES,DIE BANANE UND DIE BEEREN HALTEN,バナナとベリーを持つ ,バナナとベリーを もつ ,BANANA TO BERII O MOTSU,HOU BANAAN EN BESSEN VAST
21,11,ADD FRUITS TO BLENDER,ADICIONAR AS FRUTAS NO LIQUIDIFICADOR,AÑADIR LAS FRUTAS A LA LICUADORA,AGGIUNGERE LA FRUTTA NEL FRULLATORE,AJOUTER LES FRUITS DANS LE MIXEUR,DIE FRÜCHTE IN DEN MIXER GEBEN ,フルーツをミキサーに入れる ,フルーツをミキサーに いれる ,FURUUTSU O MIKISAA NI IRERU,VOEG FRUIT TOE AAN DE BLENDER
21,12,ADD YOGHURT TO THE MIX,ADICIONAR IOGURTE NA MISTURA,AÑADIR YOGUR A LA MEZCLA ,AGGIUNGERE LO YOGURT ALLA MISCELA,AJOUTER DU YAOURT DANS LE MÉLANGE ,DEN JOGHURT ZUR MISCHUNG GEBEN,ヨーグルトを混ぜ物に入れる ,ヨーグルト をまぜものにいれる ,YOOGURUTO O MAZEMONO NI IRERU,VOEG YOGHURT TOE AAN HET MENGSEL
21,13,ADD MILK TO BLENDER,ADICIONAR LEITE NO LIQUIDIFICADOR,AÑADIR LECHE A LA LICUADORA,AGGIUNGERE IL LATTE NEL FRULLATORE,AJOUTER DU LAIT DANS LE MIXEUR,DIE MILCH IN DEN MIXER GEBEN,牛乳をミキサーに入れる ,ぎゅうにゅうを ミキサーに いれる ,GYUUNYUU O MIKISAA NI IRERU,VOEG MELK TOE AAN DE BLENDER
21,14,HOLD LID SHUT,SEGURAR A TAMPA FECHADA,SOSTENER LA TAPA CERRADA,TENERE IL COPERCHIO CHIUSO,TENIR LE COUVERCLE FERMÉ ,DEN DECKEL ZUHALTEN,蓋を閉めて持つ ,ふたをしめてもつ ,FUTA O SHIMETE MOTSU,HOU DEKSEL DICHT
21,15,TURN ON BLENDER,LIGAR O LIQUIDIFICADOR,ENCENDER LA LICUADORA,ACCENDERE IL FRULLATORE,ALLUMER LE MIXEUR,DEN MIXER EINSCHALTEN,ミキサーをつける ,ミキサーをつける ,MIKISAAO TSUKERU,ZET DE BLENDER AAN
21,16,ADD A STRAW,COLOCAR UM CANUDO,AÑADIR UNA PAJITA,AGGIUNGERE UNA CANNUCCIA,AJOUTER UNE PAILLE,EINEN STROHHALM HINZUFÜGEN ,ストローを入れる ,ストローをいれる ,SUTOROO O IRERU,VOEG EEN RIETJE TOE
21,17,POUR SMOOTHIE IN GLASS,DESPEJAR O SMOOTHIE NO COPO,VERTER EL BATIDO EN EL VASO,VERSARE LO SMOOTHIE NEL BICCHIERE,VERSER LE SMOOTHIE DANS LE VERRE,DEN SMOOTHIE INS GLAS GIEßEN ,スムージーをグラスに注ぐ ,スムージーをグラスに そそぐ ,SUMUUJII O GURASU NI SOSOGU,GEEF SMOOTHIE IN HET GLAS
21,18,TAKE A SIP,DAR UM GOLE,DAR UM SORBO,FARE UN SORSO,PRENDRE UNE GORGÉE ,EINEN SCHNAPS NEHMEN,一口飲む ,ひとくちのむ ,HITOKUCHI NOMU,NEEM EEN SLURP
21,20,ENJOY SMOOTHIE,APROVEITAR O SMOOTHIE,DISFRUTAR DEL BATIDO,GODERSI LO SMOOTHIE,APPRÉCIER LE SMOOTHIE ,DEN SMOOTHIE GENIEßEN ,スムージーを楽しむ ,スムージーを たのしむ ,SUMUUJII O TANOSHIMU,GENIET VAN SMOOTHIE
22,1,GRAB,PEGAR,AGARRAR,PRENDERE,ATTRAPER,GREIFEN,取る,とる,TORU,PAKKEN
22,6,LOOK AT,OLHAR PARA,MIRAR  ,GUARDARE,REGARDER,ANSCHAUEN,見る,みる,MIRU,KIJKEN NAAR
22,16,FURNITURE,MÓVEIS,MUEBLES,MOBILI,MEUBLES,MÖBEL,家具,かぐ,KAGU,MEUBILAIR
22,17,HANG,PENDURAR,COLGAR,APPENDERE,ACCROCHER,AUFHÄNGEN,掛ける,かける,KAKERU,HANGEN
22,18,PICTURE,QUADRO,CUADRO,QUADRO,TABLEAU,BILD,絵,え,E,SCHILDERIJ
22,19,RUG,TAPETE,ALFOMBRA,TAPPETO,TAPIS,TEPPICH,ラグ,ラグ,RAGU,VLOERKLEED
22,20,FLOOR,CHÃO,SUELO,PAVIMENTO,SOL,BODEN,床,ゆか,YUKA,VLOER
22,22,WALL,PAREDE,PARED,PARETE,MUR,WAND,壁,かべ,KABE,WAND
22,3,CUSHION,ALMOFADA,COJÍN,CUSCINO,COUSSIN,KISSEN,クッション,クッション,KUSSHON,KUSSEN
22,2,DECORATE,DECORAR,DECORAR,DECORARE,DÉCORER,DEKORIEREN,飾る,かざる,KAZARU,DECOREREN
22,32,ADMIRE,ADMIRAR,ADMIRAR,AMMIRARE,ADMIRER,BEWUNDERN,鑑賞する,かんしょうする,KANSHOU SURU,BEWONDEREN
22,33,STEP BACK,AFASTAR-SE,RETROCEDER,FARE UN PASSO INDIETRO,RECULER,ZURÜCKTRETTEN,一歩下がる,いっぽさがる,IPPO SAGARU,STAP ACHTERUIT
23,1,TIE SHOES,AMARRAR SAPATOS,ATAR ZAPATOS,ALLACIARE SCARPE,LACER CHAUSSURES,SCHUHE BINDEN,靴を結ぶ,くつをむすぶ,KUTSU O MUSUBU,VETERS STRIKKEN
23,2,STEP OUT,SAIR,SALIR,USCIRE,SORTIR,HINAUSGEHEN,外に出る,そとにでる,SOTO NI DERU,STAP NAAR BUITEN
23,3,WALK DOWN STREET,ANDAR PELA RUA,CAMINAR POR LA CALLE,CAMMINARE PER STRADA,MARCHER DANS LA RUE,DIE STRASSE ENTLANG GEHEN,通りを歩く,とおりをあるく,TOORI O ARUKU,LOPEN LANGS DE STRAAT
23,5,CROSS STREET,ATRAVESSAR A RUA,CRUZAR LA CALLE,ATTRAVERSARE LA STRADA,TRAVERSER LA RUE,STRASSE ÜBERQUEREN,道を渡る,みちをわたる,MICHI O WATARU,DE STRAAT OVERSTEKEN
23,12,WAVE,ACENAR,SALUDAR CON LA MANO,SALUTARE,FAIRE UN SIGNE,WINKEN,手を振る,てをふる,TE O FURU,WAAIEN
23,13,NEIGHBORS,VIZINHOS,VECINOS,VICINI,VOISINS,NACHBARN,隣人,りんじん,RINJIN,BUURTEN
23,15,PARK,PARQUE,PARQUE,PARCO,PARC,PARK,公園,こうえん,KOUEN,PARK
23,9,ARRIVE,CHEGAR,LLEGAR,ARRIVARE,ARRIVER,ANKOMMEN,到着する,とうちゃくする,TOUCHAKU SURU,AANKOMEN
23,6,ENJOYMENT,APROVEITAR,DISFRUTAR,GODERE,PROFITER,GENIESSEN,楽しむ,たのしむ,TANOSHIMU,PLEZIER
23,7,GO AROUND CORNER,VIRAR A ESQUINA,DOBLAR LA ESQUINA,GIRARE L’ANGOLO,TOURNER LE COIN,UM DIE ECKE GEHEN,角を曲がる,かどをまがる,KADO O MAGARU,OM DE HOEK GAAN
24,1,TURN LEFT,VIRAR À ESQUERDA,GIRAR A LA IZQUIERDA,GIRARE A SINISTRA,TOURNER À GAUCHE,NACH LINKS ABBIEGEN,左に曲がる,ひだりにまがる,HIDARI NI MAGARU,SLA LINKSAF
24,2,TURN RIGHT,VIRAR À DIREITA,GIRAR A LA DERECHA,GIRARE A DESTRA,TOURNER À DROITE,NACH RECHTS ABBIEGEN,右に曲がる,みぎにまがる,MIGI NI MAGARU,SLA RECHTSAF
24,3,CAR,CARRO,COCHE,AUTO,VOITURE,AUTO,車,くるま,KURUMA,AUTO
24,4,SEATBELT,CINTO DE SEGURANÇA,CINTURÓN DE SEGURIDAD,CINTURALE DI SICUREZZA,CEINTURE DE SÉCURITÉ,SICHERHEITSGURT,シートベルト,シートベルト,SHIITOBERUTO,RIEM
24,5,PARKED CAR,CARRO ESTACIONADO,COCHE ESTACIONADO,AUTO PARCHEGGIATA,VOITURE STATIONNÉE,GEPARKTES AUTO,駐車された車,ちゅうしゃされたくるま,CHUUSHA SARETA KURUMA,GEPARKEERDE AUTO
24,6,START STOP,LIGAR / DESLIGAR,ENCENDER / APAGAR,ACCENDERE / SPEGNERE,ALLUMER / ÉTEINDRE,STARTEN / ANHALTEN,エンジンをかける / 止める,エンジンをかける / とめる,ENJIN O KAKERU / TOMERU,BEGINNEN STOPPEN
24,7,CHECK SURROUNDINGS,VERIFICAR ARREDORES,REVISAR ALREDEDORES,CONTROLLARE DINTORNI,VÉRIFIER ENVIRONS,UMGEBUNG ÜBERPRÜFEN,周囲を確認する,しゅういをかくにんする,SHUUI O KAKUNIN SURU,CONTROLEER OMGEVING
24,8,GET IN CAR,ENTRAR NO CARRO,ENTRAR EN COCHE,ENTRARE NELL’AUTO,ENTRER DANS LA VOITURE,INS AUTO EINSTEIGEN,車に乗る,くるまにのる,KURUMA NI NORU,INSTAPPEN
24,9,TURN STEERING WHEEL,VIRAR VOLANTE,GIRAR VOLANTE,GIRARE VOLANTE,TOURNER LE VOLANT,LENKRAD DREHEN,ハンドルを回す,ハンドルをまわす,HANDORU O MAWASU,DRAAI HET STUURWIEL
24,10,LOOK OUT WINDOW,OLHAR PELA JANELA,MIRAR POR LA VENTANA,GUARDARE DAL FINESTRO,REGARDER PAR LA FENÊTRE,AUS DEM FENSTER SCHAUEN,窓の外を見る,まどのそとをみる,MADO NO SOTO O MIRU,KIJK UIT HET RAAM
24,11,PUT ON SEATBELT,COLOCAR CINTO DE SEGURANÇA,PONER CINTURÓN,METTERE CINTURALE DI SICUREZZA,METTRE CEINTURE,GURT ANLEGEN,シートベルトをする,シートベルトをする,SHIITOBERUTO O SURU,DOE RIEM OM
24,12,DRIVE DOWN STREET,DIRIGIR PELA RUA,CONDUCIR POR LA CALLE,GUIDARE PER STRADA,CONDUIRE DANS LA RUE,STRASSE FAHREN,通りを運転する,とおりをうんてんする,TOORI O UNTEN SURU,RIJD LANGS DE STRAAT
24,13,PUT CAR IN DRIVE,COLOCAR CARRO EM MARCHA,PONER COCHE EN MARCHA,METTERE AUTO IN MARCIA,METTRE VOITURE EN MARCHE,AUTO IN DRIVE SCHALTEN,車をドライブに入れる,くるまをドライブにいれる,KURUMA O DORAIBU NI IRERU,ZET AUTO IN VOORUIT
24,18,START ENGINE,LIGAR O MOTOR,ARRANCAR EL MOTOR,ACCENDERE MOTORE,DÉMARRER MOTEUR,MOTOR STARTEN,エンジンをかける,エンジンをかける,ENJIN O KAKERU,MOTOR STARTEN
24,19,BUCKLE UP,COLOCAR O CINTO DE SEGURANÇA,PONER EL CINTURÓN DE SEGURIDAD ,METTERE LA CINTURA DI SICUREZZA ,METTRE LA CEINTURE DE SÉCURITÉ ,DEN SICHERHEITSGURT ANLEGEN ,シートベルトを締める ,シートベルトをしめる ,SHIITOBERUTO O SHIMERU ,RIEM VASTMAKEN
24,20,COMPLETELY WET,COMPLETAMENTE MOLHADO,COMPLETAMENTE MOJADO,COMPLETAMENTE BAGNATO,COMPLÈTEMENT MOUILLÉ ,VÖLLIG NASS ,びしょ濡れ ,びしょぬれ ,BISHO NURE,VOLLEDIG NAT
24,21,COMPLETELY COVERED,COMPLETAMENTE COBERTO,COMPLETAMENTE CUBIERTO,COMPLETAMENTE COPERTO,COMPLÈTEMENT COUVERT ,VÖLLIG BEDECKT ,完全に覆われる ,かんぜんにおおわれる ,KANZEN NI OOWARERU,VOLLEDIG BEDOEKT
24,22,CHECK,VERIFICAR,VERIFICAR,CONTROLLARE,VÉRIFIER,ÜBERPRÜFEN,確認する,かくにんする,KAKUNIN SURU,CONTROLEREN
24,23,LOOK OUT THE WINDOW,OLHAR PELA JANELA,MIRAR POR LA VENTANA,GUARDARE DALLA FINESTRA,REGARDER PAR LA FENÊTRE ,AUS DEM FENSTER SCHAUEN,窓の外を見る ,まどのそとをみる ,MADO NO SOTO O MIRU,KIJK UIT HET RAAM
25,1,BED,CAMA,CAMA,LETTO,LIT,BETT,ベッド,ベッド,BEDDO,BED
25,2,CLOTHES,ROUPAS,ROPA,VESTITI,VÊTEMENTS,KLEIDUNG,服,ふく,FUKU,KLEDING
25,3,FOLD,DOBRAR,DOBLAR,PIEGARE,PLIER,FALTEN,折りたたむ,おりたたむ,ORITATAMU,OPVOUWEN
25,4,GRAB,PEGAR,AGARRAR,PRENDERE,ATTRAPER,GREIFEN,取る,とる,TORU,PAKKEN
25,5,LAY OUT CLOTHES,ESTENDER ROUPAS,EXTENDER LA ROPA,STENDERE I VESTITI,ÉTALER LES VÊTEMENTS,KLEIDUNG AUSLEGEN,服を並べる,ふくをならべる,FUKU O NARABERU,LEG KLEDING UIT
25,6,LIFT,LEVANTAR,LEVANTAR,SOLLEVARE,SOULEVER,HEBEN,持ち上げる,もちあげる,MOCHIAGERU,OPHEFFEN
25,7,NEAT – MESSY,ARRUMADO - BAGUNÇADO ,ORDENADO – DESORDENADO,ORDINATO – DISORDINATO,PROPRE - EN DÉSORDRE ,SAUBER – UNORDENTLICH,きちんと – ぐちゃぐちゃ ,きちんと – ぐちゃぐちゃ ,KICHINTO – GUCHAGUCHA,NETJES – ROMMELIG
25,8,SET IT,COLOCAR,COLOCAR,SISTEMARE,METTRE,HINSETZEN,置く,おく,OKU,ZET HET
25,9,SUITCASE,MALA,MALETA,VALIGIA,VALISE,KOFFER,スーツケース,スーツケース,SUUTSUKEESU,KOFFERTAS
25,10,TOILETRIES,PRODUTOS DE HIGIENE,ARTÍCULOS DE ASEO,ARTICOLI DA TOILETTE,ARTICLES DE TOILETTE,TOILETTENARTIKEL,洗面用具 ,せんめんようぐ ,SENMENYOUGU ,TOILETTENARTIKELEN
25,11,PLACES,LUGARES,LUGARES,LUOGHI,ENDROITS,ORTE,場所,ばしょ,BASHO,PLAATSEN
25,12,ZIP UP SWEATER,FECHAR CASACO,CERRAR SUÉTER,CHIUDERE MAGLIONE,FERMER PULL,SWEATER ZUZIPPEN,セーターを閉める,セーターをしめる,SEETAA O SHIMERU,RITSSLUITING VAN TRUI
25,13,PACKING A SUITCASE,FAZER AS MALAS,HACER LA MALETA,FARE LA VALIGIA,FAIRE LA VALISE,DEN KOFFER PACKEN,スーツケースを詰める ,スーツケースを つめる ,SUUTSUKEESU O TSUMERU,KOFFERTAS INPAKKEN
26,1,LIST,LISTA,LISTA,LISTA,LISTE,LISTE,リスト,リスト,RISUTO,LIJST
26,2,SHOPPING LIST,LISTA DE COMPRAS,LISTA DE COMPRAS,LISTA DELLA SPESA,LISTE DE COURSES,EINKAUFSLISTE,買い物リスト,かいものリスト,KAIMONO RISUTO,BOODSCHAPPENLIJST
26,3,PRODUCE,PRODUTOS,PRODUCTOS,PRODOTTI,PRODUITS,PRODUKTE,商品,しょうひん,SHOUHIN,GROENTEN EN FRUIT
26,4,ENTER,ENTRAR,ENTRAR,ENTRARE,ENTRER,BETRETEN,入る,はいる,HAIRU,BINNENGAAN
26,5,GRAB,PEGAR,AGARRAR,PRENDERE,ATTRAPER,GREIFEN,取る,とる,TORU,PAKKEN
26,6,BASKET,CESTA,CESTA,CESTINO,PANIER,KORB,バスケット,バスケット,BASUKETTO,MAND
26,7,GROCERY STORE,MERCADO,SUPERMERCADO,NEGOZIO ALIMENTARE,ÉPICERIE,LEBENSMITTELGESCHÄFT,食料品店,しょくりょうひんてん,SHOKURYOUHIN TEN,SUPERMARKT
26,8,FRUITS,FRUTAS,FRUTAS,FRUTTA,FRUITS,FRÜCHTE,果物,くだもの,KUDAMONO,FRUIT
26,9,VEGETABLES,LEGUMES,VERDURAS,VERDURE,LÉGUMES,GEMÜSE,野菜,やさい,YASAI,GROENTEN
26,10,DAIRY PRODUCTS,PRODUTOS LÁCTEOS,PRODUCTOS LÁCTEOS,PRODOTTI LATTEI,PRODUITS LAITIERS,MILCHPRODUKTE,乳製品,にゅうせいひん,NYUU SEIHIN,ZUVELPRODUCTEN
26,11,AISLE,CORREDOR,PASILLO,CORRIDOIO,ALLÉE,GANG,通路,つうろ,TSUU RO,PAD
26,12,MILK,LEITE,LECHE,LATTE,LAIT,MILCH,牛乳,ぎゅうにゅう,GYUUNYUU,MELK
26,13,EGGS,OVOS,HUEVOS,UOVA,ŒUFS,EIER,卵,たまご,TAMAGO,EIEREN
26,14,REGISTER,CAIXA,CAJA,CASSA,CAISSE,KASSE,レジ,レジ,REJI,KASSA
26,15,GROCERIES,COMPRAS,COMPRAS,SPESA,COURSES,EINKÄUFE,買い物,かいもの,KAIMONO,BOODSCHAPPEN
26,16,PAY,PAGAR,PAGAR,PAGARE,PAYER,BEZAHLEN,支払う,しはらう,SHIHARAU,BETAAL
27,1,BUCKET,BALDE,CUBO,SECCHIO,SEAU,EIMER,バケツ,ばけつ,BAKETSU,EMMER
27,2,SAND BUCKET,BALDE DE AREIA,CUBO DE ARENA,SECCHIO DI SABBIA,SEAU DE SABLE,SAND-EIMER,砂のバケツ,すなのばけつ,SUNA NO BAKETSU,ZANDEMMER
27,3,FULL BUCKET,BALDE CHEIO,CUBO LLENO,SECCHIO PIENO,SEAU PLEIN,VOLLER EIMER,満杯のバケツ,まんぱいのばけつ,MANPAI NO BAKETSU,VOLLE EMMER
27,4,EMPTY BUCKET,BALDE VAZIO,CUBO VACÍO,SECCHIO VUOTO,SEAU VIDE,LEERER EIMER,空のバケツ,からのばけつ,KARA NO BAKETSU,LEGE EMMER
27,5,PAINT BUCKET,BALDE DE TINTA,CUBO DE PINTURA,SECCHIO DI VERNICE,SEAU DE PEINTURE,FARBEIMER,塗料のバケツ,とりょうのばけつ,TORYO NO BAKETSU,VERFEMMER
27,6,CREATION,CRIAÇÃO,CREACIÓN,CREAZIONE,CRÉATION,KREATION,創作,そうさく,SOSAKU,CREATIE
27,7,ADMIRE,ADMIRAR,ADMIRAR,AMMIRARE,ADMIRER,BEWUNDERN,鑑賞する,かんしょうする,KANSHOU SURU,BEWONDEREN
27,8,CHECKS,CONFERE,VERIFICA ,CONTROLLA ,VÉRIFIE ,ÜBERPRÜFT ,彼は確認する ,かれはかくにんする ,KARE WA KAKUNIN SURU ,CONTROLES
27,9,CASTLE,CASTELO,CASTILLO,CASTELLO,CHÂTEAU,BURG,城,しろ,SHIRO,KASTEEL
27,10,DIG,CAVAR,CAVAR,SCAVARE,CREUSER,GRABEN,掘る,ほる,HORU,GRAVEN
27,11,GRAB,PEGAR,AGARRAR,AFFERRARE,SAISIR,GREIFEN,掴む,つかむ,TSUKAMU,PAKKEN
27,12,HOLE,BURACO,HUECO,BUCO,TROU,LOCH,穴,あな,ANA,HOLE
27,13,INSIDE HOLE,DENTRO DO BURACO,DENTRO DEL HUECO,DENTRO DEL BUCO,DANS LE TROU,IM LOCH,穴の中,あなのなか,ANA NO NAKA,BINNEN IN HOLE
27,14,SEA SHELLS,CONCHAS,CONCHAS,CONCHIGLIE,COQUILLAGES,MUSCHELN,貝殻,かいがら,KAIGARA,SCHELPEN
27,15,SEA,MAR,MAR,MARE,MER,MEER,海,うみ,UMI,ZEE
27,16,SMOOTH OUT,ALISAR,ALISAR,LISCIARE,LISER,GLATTEN,平らにする,たいらにする,TAIRA NI SURU,VLAKKEN MAKEN
27,17,SOME – A LOT,ALGUNS – MUITOS,ALGUNOS – MUCHOS,ALCUNI – MOLTI,QUELQUES – BEAUCOUP,EINIGE – VIELE,少し – たくさん,すこし – たくさん,SUKOSHI – TAKUSAN,WEINIG – VEEL
